FrameDefn,InsPkgFile,RawLogFile,Fitted,Immersed,Hex,CheckSum,TimeTags,F-TimeTags
SATSDF1227,SUNA_1227_001.xml,A0000606.CSV,YES,YES,NO,YES,YES,YES

Index,DATE(UTC+00:00),TIME(UTC+00:00),NITRATE_UM,NITRATE_MG,ABS_254,ABS_350,BR_TRACE,SPEC_AVG,DARK_AVG,INT_FACTOR,UV(190.13),UV(190.92),UV(191.71),UV(192.50),UV(193.29),UV(194.08),UV(194.87),UV(195.66),UV(196.46),UV(197.25),UV(198.04),UV(198.83),UV(199.62),UV(200.41),UV(201.21),UV(202.00),UV(202.79),UV(203.58),UV(204.38),UV(205.17),UV(205.96),UV(206.76),UV(207.55),UV(208.34),UV(209.14),UV(209.93),UV(210.73),UV(211.52),UV(212.32),UV(213.11),UV(213.91),UV(214.70),UV(215.50),UV(216.29),UV(217.09),UV(217.88),UV(218.68),UV(219.47),UV(220.27),UV(221.07),UV(221.86),UV(222.66),UV(223.46),UV(224.25),UV(225.05),UV(225.85),UV(226.64),UV(227.44),UV(228.24),UV(229.04),UV(229.83),UV(230.63),UV(231.43),UV(232.23),UV(233.02),UV(233.82),UV(234.62),UV(235.42),UV(236.22),UV(237.02),UV(237.81),UV(238.61),UV(239.41),UV(240.21),UV(241.01),UV(241.81),UV(242.61),UV(243.41),UV(244.21),UV(245.01),UV(245.81),UV(246.61),UV(247.40),UV(248.20),UV(249.00),UV(249.80),UV(250.60),UV(251.40),UV(252.20),UV(253.00),UV(253.80),UV(254.60),UV(255.40),UV(256.20),UV(257.01),UV(257.81),UV(258.61),UV(259.41),UV(260.21),UV(261.01),UV(261.81),UV(262.61),UV(263.41),UV(264.21),UV(265.01),UV(265.81),UV(266.61),UV(267.41),UV(268.22),UV(269.02),UV(269.82),UV(270.62),UV(271.42),UV(272.22),UV(273.02),UV(273.82),UV(274.62),UV(275.43),UV(276.23),UV(277.03),UV(277.83),UV(278.63),UV(279.43),UV(280.23),UV(281.03),UV(281.83),UV(282.64),UV(283.44),UV(284.24),UV(285.04),UV(285.84),UV(286.64),UV(287.44),UV(288.24),UV(289.04),UV(289.85),UV(290.65),UV(291.45),UV(292.25),UV(293.05),UV(293.85),UV(294.65),UV(295.45),UV(296.25),UV(297.05),UV(297.86),UV(298.66),UV(299.46),UV(300.26),UV(301.06),UV(301.86),UV(302.66),UV(303.46),UV(304.26),UV(305.06),UV(305.86),UV(306.66),UV(307.46),UV(308.26),UV(309.06),UV(309.86),UV(310.66),UV(311.46),UV(312.26),UV(313.06),UV(313.86),UV(314.66),UV(315.46),UV(316.26),UV(317.06),UV(317.86),UV(318.66),UV(319.46),UV(320.25),UV(321.05),UV(321.85),UV(322.65),UV(323.45),UV(324.25),UV(325.05),UV(325.84),UV(326.64),UV(327.44),UV(328.24),UV(329.04),UV(329.83),UV(330.63),UV(331.43),UV(332.23),UV(333.02),UV(333.82),UV(334.62),UV(335.42),UV(336.21),UV(337.01),UV(337.81),UV(338.60),UV(339.40),UV(340.20),UV(340.99),UV(341.79),UV(342.58),UV(343.38),UV(344.17),UV(344.97),UV(345.77),UV(346.56),UV(347.36),UV(348.15),UV(348.94),UV(349.74),UV(350.53),UV(351.33),UV(352.12),UV(352.92),UV(353.71),UV(354.50),UV(355.30),UV(356.09),UV(356.88),UV(357.68),UV(358.47),UV(359.26),UV(360.05),UV(360.85),UV(361.64),UV(362.43),UV(363.22),UV(364.01),UV(364.80),UV(365.59),UV(366.39),UV(367.18),UV(367.97),UV(368.76),UV(369.55),UV(370.34),UV(371.13),UV(371.92),UV(372.70),UV(373.49),UV(374.28),UV(375.07),UV(375.86),UV(376.65),UV(377.44),UV(378.22),UV(379.01),UV(379.80),UV(380.59),UV(381.37),UV(382.16),UV(382.95),UV(383.73),UV(384.52),UV(385.30),UV(386.09),UV(386.87),UV(387.66),UV(388.44),UV(389.23),UV(390.01),UV(390.80),UV(391.58),UV(392.36),UV(393.15),T_INT,T_SPEC,T_LAMP,LAMP_TIME,HUMIDITY,VOLT_MAIN,VOLT_12,VOLT_5,CURRENT,FIT_S2,FIT_S3,FIT_B0,FIT_B1,RMSe,CTD_TIME,CTD_SAL,CTD_TEMP,CTD_DEPTH,CHECK,DATETAG,TIMETAG2
#,YYYYDDD,HH.hhhhhh,μM,mg N/L,a.u.,a.u.,mg/L,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CELSIUS,CELSIUS,CELSIUS,s,%,V,V,V,amp,N/A,N/A,N/A,N/A,N/A,s,N/A,CELSIUS,m,N/A,yyyy-DDD,HH:mm:ss.SSS
1,15 Oct 2020,07:01:32,0.000,0.000,0.000,0.000,0.000,715,0,1,697.000,697.000,689.000,697.000,699.000,714.000,685.000,695.000,697.000,701.000,690.000,693.000,709.000,705.000,709.000,690.000,693.000,681.000,687.000,703.000,705.000,701.000,698.000,728.000,728.000,737.000,713.000,707.000,727.000,713.000,723.000,723.000,721.000,714.000,740.000,724.000,722.000,717.000,716.000,720.000,709.000,715.000,713.000,714.000,706.000,721.000,718.000,730.000,726.000,722.000,715.000,726.000,717.000,693.000,727.000,714.000,717.000,725.000,724.000,727.000,716.000,710.000,707.000,708.000,711.000,721.000,728.000,732.000,738.000,726.000,725.000,731.000,720.000,708.000,711.000,707.000,703.000,700.000,715.000,716.000,721.000,718.000,708.000,707.000,705.000,699.000,715.000,717.000,725.000,725.000,726.000,733.000,740.000,718.000,714.000,710.000,701.000,702.000,706.000,712.000,724.000,712.000,723.000,709.000,723.000,714.000,727.000,711.000,711.000,711.000,717.000,706.000,711.000,706.000,713.000,709.000,710.000,736.000,721.000,734.000,732.000,729.000,732.000,727.000,734.000,725.000,709.000,727.000,721.000,718.000,709.000,715.000,711.000,733.000,720.000,711.000,715.000,724.000,709.000,714.000,704.000,719.000,704.000,711.000,706.000,720.000,726.000,709.000,721.000,709.000,709.000,721.000,718.000,730.000,720.000,713.000,716.000,713.000,713.000,696.000,694.000,688.000,707.000,712.000,704.000,725.000,730.000,723.000,710.000,727.000,725.000,711.000,713.000,708.000,709.000,717.000,709.000,712.000,712.000,702.000,715.000,727.000,729.000,733.000,725.000,705.000,711.000,710.000,725.000,708.000,706.000,709.000,700.000,715.000,715.000,734.000,721.000,729.000,705.000,707.000,708.000,721.000,709.000,716.000,710.000,731.000,718.000,731.000,722.000,713.000,723.000,726.000,713.000,717.000,710.000,720.000,716.000,714.000,709.000,715.000,713.000,723.000,707.000,703.000,707.000,711.000,707.000,713.000,720.000,717.000,711.000,714.000,708.000,697.000,723.000,720.000,718.000,729.000,720.000,727.000,715.000,723.000,713.000,708.000,715.000,717.000,721.000,720.000,714.000,727.000,721.000,724.000,721.000,717.000,721.000,562.000,0.000,0.000,0.000,900879,0.900,13.900,0.100,5.000,61.000,0.000,0.000,0.000,0.000,0.000,,NaN,NaN,NaN,0,2020-289,14:56:17.016
1,15 Oct 2020,07:01:34,1.200,0.017,0.154,0.117,0.000,15413,715,1,729.000,736.000,745.000,746.000,741.000,732.000,729.000,729.000,733.000,737.000,746.000,823.000,1062.000,1697.000,2935.000,4778.000,6859.000,8811.000,10441.000,11813.000,13055.000,14293.000,15572.000,16909.000,18250.000,19527.000,20699.000,21633.000,22259.000,22509.000,22388.000,21936.000,21276.000,20478.000,19609.000,18843.000,18145.000,17574.000,17170.000,16905.000,16807.000,16872.000,17085.000,17521.000,18105.000,18861.000,19756.000,20833.000,22024.000,23293.000,24623.000,25954.000,27195.000,28288.000,29093.000,29684.000,29856.000,29705.000,29213.000,28435.000,27479.000,26365.000,25210.000,23997.000,22875.000,21857.000,20913.000,20129.000,19449.000,18913.000,18466.000,18152.000,17953.000,17857.000,17865.000,17945.000,18157.000,18386.000,18743.000,19159.000,19623.000,20155.000,20729.000,21328.000,21927.000,22495.000,22990.000,23407.000,23719.000,23850.000,23864.000,23682.000,23335.000,22829.000,22195.000,21457.000,20664.000,19835.000,18976.000,18150.000,17364.000,16625.000,15945.000,15308.000,14762.000,14288.000,13900.000,13552.000,13286.000,13101.000,12993.000,12905.000,12893.000,12949.000,13044.000,13191.000,13398.000,13662.000,13965.000,14338.000,14768.000,15229.000,15760.000,16345.000,16953.000,17602.000,18287.000,18991.000,19696.000,20340.000,20967.000,21538.000,22017.000,22420.000,22726.000,22920.000,23022.000,23014.000,22912.000,22715.000,22397.000,22059.000,21649.000,21166.000,20679.000,20133.000,19598.000,19013.000,18491.000,17960.000,17431.000,16983.000,16521.000,16106.000,15704.000,15359.000,15017.000,14713.000,14426.000,14195.000,13989.000,13815.000,13662.000,13591.000,13537.000,13523.000,13528.000,13563.000,13635.000,13712.000,13766.000,13831.000,13873.000,13916.000,13979.000,14058.000,14153.000,14265.000,14364.000,14520.000,14649.000,14827.000,14988.000,15175.000,15359.000,15516.000,15687.000,15836.000,15955.000,16078.000,16150.000,16183.000,16213.000,16213.000,16171.000,16130.000,16042.000,15939.000,15784.000,15617.000,15413.000,15223.000,15021.000,14762.000,14497.000,14206.000,13928.000,13621.000,13320.000,13004.000,12701.000,12365.000,12038.000,11740.000,11422.000,11131.000,10855.000,10565.000,10323.000,10076.000,9875.000,9677.000,9480.000,9299.000,9106.000,8906.000,8709.000,8531.000,8371.000,8267.000,8189.000,8098.000,8026.000,8011.000,7973.000,7991.000,7977.000,7975.000,7973.000,7941.000,7901.000,7833.000,7803.000,7765.000,7762.000,7763.000,7751.000,7767.000,7801.000,7819.000,7889.000,7965.000,8013.000,8087.000,8128.000,7899.000,18.000,18.200,18.400,900880,1.000,12.800,12.000,5.000,598.000,4.180,-7.190,23.332,-2.976,0.000,,NaN,NaN,NaN,0,2020-289,14:56:17.018
2,15 Oct 2020,07:01:35,0.690,0.010,0.154,0.117,0.000,15409,715,1,737.000,722.000,744.000,730.000,743.000,741.000,726.000,723.000,727.000,751.000,752.000,823.000,1073.000,1696.000,2935.000,4781.000,6862.000,8801.000,10436.000,11777.000,13035.000,14285.000,15537.000,16875.000,18224.000,19523.000,20697.000,21626.000,22228.000,22477.000,22370.000,21921.000,21276.000,20456.000,19591.000,18800.000,18112.000,17553.000,17141.000,16893.000,16784.000,16852.000,17079.000,17485.000,18097.000,18837.000,19746.000,20794.000,21985.000,23272.000,24595.000,25945.000,27169.000,28261.000,29092.000,29652.000,29811.000,29687.000,29205.000,28445.000,27462.000,26346.000,25185.000,24005.000,22856.000,21835.000,20900.000,20116.000,19438.000,18902.000,18461.000,18152.000,17929.000,17847.000,17833.000,17938.000,18109.000,18391.000,18723.000,19161.000,19616.000,20156.000,20737.000,21323.000,21915.000,22506.000,22986.000,23414.000,23704.000,23850.000,23844.000,23671.000,23335.000,22841.000,22218.000,21482.000,20672.000,19844.000,18993.000,18169.000,17373.000,16601.000,15918.000,15312.000,14753.000,14285.000,13902.000,13558.000,13311.000,13116.000,13009.000,12905.000,12907.000,12952.000,13045.000,13205.000,13385.000,13655.000,13979.000,14340.000,14764.000,15242.000,15737.000,16343.000,16954.000,17600.000,18289.000,18985.000,19670.000,20352.000,20954.000,21513.000,22013.000,22436.000,22741.000,22933.000,23001.000,23005.000,22904.000,22685.000,22414.000,22053.000,21626.000,21178.000,20672.000,20138.000,19592.000,19024.000,18485.000,17960.000,17431.000,16975.000,16521.000,16088.000,15703.000,15351.000,15002.000,14693.000,14435.000,14181.000,13976.000,13811.000,13675.000,13589.000,13548.000,13523.000,13528.000,13575.000,13618.000,13684.000,13756.000,13818.000,13877.000,13925.000,13986.000,14072.000,14151.000,14270.000,14376.000,14521.000,14664.000,14810.000,15003.000,15173.000,15347.000,15529.000,15689.000,15849.000,15956.000,16084.000,16151.000,16190.000,16205.000,16214.000,16177.000,16142.000,16038.000,15948.000,15812.000,15624.000,15433.000,15233.000,15005.000,14762.000,14497.000,14206.000,13908.000,13623.000,13321.000,13008.000,12693.000,12372.000,12043.000,11735.000,11451.000,11138.000,10854.000,10582.000,10320.000,10086.000,9869.000,9682.000,9492.000,9294.000,9109.000,8885.000,8713.000,8525.000,8381.000,8263.000,8191.000,8113.000,8037.000,8002.000,7981.000,7971.000,7974.000,7974.000,7953.000,7939.000,7896.000,7833.000,7804.000,7777.000,7760.000,7775.000,7774.000,7774.000,7815.000,7832.000,7883.000,7962.000,8004.000,8079.000,8129.000,7884.000,18.000,18.200,18.400,900881,0.700,12.900,12.000,5.000,595.000,7.680,-12.970,24.469,-3.444,0.000,,NaN,NaN,NaN,0,2020-289,14:56:17.020
3,15 Oct 2020,07:01:36,1.010,0.014,0.154,0.116,0.000,15409,715,1,725.000,727.000,736.000,729.000,749.000,736.000,747.000,753.000,746.000,750.000,752.000,833.000,1049.000,1685.000,2924.000,4771.000,6864.000,8786.000,10414.000,11801.000,13020.000,14270.000,15544.000,16868.000,18209.000,19509.000,20665.000,21585.000,22224.000,22457.000,22342.000,21916.000,21242.000,20455.000,19574.000,18782.000,18094.000,17546.000,17132.000,16898.000,16776.000,16859.000,17077.000,17472.000,18081.000,18811.000,19733.000,20790.000,21991.000,23257.000,24599.000,25933.000,27180.000,28258.000,29081.000,29635.000,29827.000,29650.000,29187.000,28428.000,27439.000,26347.000,25187.000,24000.000,22882.000,21822.000,20903.000,20106.000,19426.000,18905.000,18468.000,18157.000,17948.000,17842.000,17832.000,17930.000,18114.000,18384.000,18715.000,19157.000,19627.000,20141.000,20725.000,21328.000,21922.000,22490.000,22985.000,23404.000,23694.000,23849.000,23840.000,23698.000,23336.000,22833.000,22218.000,21456.000,20668.000,19846.000,18981.000,18148.000,17364.000,16597.000,15919.000,15319.000,14777.000,14304.000,13891.000,13559.000,13299.000,13120.000,12993.000,12918.000,12913.000,12945.000,13047.000,13201.000,13392.000,13658.000,13987.000,14341.000,14774.000,15235.000,15747.000,16343.000,16961.000,17613.000,18284.000,19003.000,19684.000,20360.000,20968.000,21537.000,22001.000,22426.000,22740.000,22930.000,23013.000,23018.000,22913.000,22677.000,22398.000,22048.000,21635.000,21166.000,20668.000,20152.000,19584.000,19035.000,18497.000,17973.000,17447.000,16970.000,16505.000,16074.000,15701.000,15330.000,14985.000,14703.000,14433.000,14180.000,13989.000,13824.000,13664.000,13576.000,13535.000,13512.000,13541.000,13564.000,13627.000,13703.000,13777.000,13809.000,13872.000,13901.000,13965.000,14059.000,14149.000,14272.000,14384.000,14522.000,14667.000,14839.000,15020.000,15175.000,15365.000,15532.000,15688.000,15838.000,15970.000,16088.000,16150.000,16187.000,16208.000,16203.000,16169.000,16128.000,16045.000,15943.000,15808.000,15642.000,15448.000,15241.000,15031.000,14772.000,14507.000,14221.000,13925.000,13641.000,13330.000,13017.000,12717.000,12382.000,12068.000,11753.000,11429.000,11143.000,10846.000,10581.000,10312.000,10105.000,9879.000,9682.000,9490.000,9298.000,9115.000,8909.000,8709.000,8535.000,8397.000,8282.000,8167.000,8111.000,8050.000,8013.000,7985.000,7977.000,7975.000,7973.000,7963.000,7953.000,7881.000,7830.000,7793.000,7779.000,7757.000,7760.000,7773.000,7773.000,7827.000,7845.000,7898.000,7965.000,8022.000,8090.000,8137.000,7897.000,18.000,18.200,18.500,900882,0.800,12.900,12.000,5.000,595.000,5.010,-8.420,24.157,-3.306,0.000,,NaN,NaN,NaN,0,2020-289,14:56:17.022
4,15 Oct 2020,07:01:37,0.620,0.009,0.154,0.116,0.000,15415,715,1,717.000,732.000,737.000,732.000,743.000,732.000,719.000,727.000,736.000,750.000,749.000,843.000,1069.000,1693.000,2940.000,4769.000,6855.000,8802.000,10410.000,11768.000,13013.000,14252.000,15538.000,16869.000,18209.000,19484.000,20663.000,21581.000,22201.000,22455.000,22349.000,21909.000,21236.000,20437.000,19589.000,18776.000,18089.000,17525.000,17131.000,16869.000,16771.000,16849.000,17061.000,17476.000,18065.000,18842.000,19730.000,20817.000,21992.000,23277.000,24596.000,25924.000,27183.000,28264.000,29086.000,29646.000,29830.000,29671.000,29191.000,28448.000,27465.000,26370.000,25186.000,24006.000,22884.000,21844.000,20889.000,20105.000,19443.000,18885.000,18454.000,18154.000,17936.000,17859.000,17849.000,17949.000,18125.000,18395.000,18742.000,19161.000,19630.000,20138.000,20732.000,21339.000,21914.000,22512.000,22992.000,23420.000,23717.000,23846.000,23853.000,23684.000,23360.000,22841.000,22227.000,21485.000,20701.000,19878.000,18997.000,18190.000,17384.000,16631.000,15957.000,15333.000,14756.000,14291.000,13896.000,13585.000,13310.000,13131.000,13003.000,12924.000,12915.000,12960.000,13050.000,13205.000,13420.000,13682.000,14000.000,14357.000,14778.000,15241.000,15768.000,16354.000,16954.000,17603.000,18317.000,19001.000,19703.000,20364.000,20986.000,21532.000,22027.000,22433.000,22741.000,22945.000,23028.000,23019.000,22912.000,22689.000,22395.000,22039.000,21627.000,21185.000,20677.000,20151.000,19608.000,19036.000,18507.000,17979.000,17460.000,16974.000,16508.000,16099.000,15708.000,15359.000,15018.000,14726.000,14433.000,14209.000,13997.000,13831.000,13682.000,13603.000,13562.000,13524.000,13532.000,13586.000,13633.000,13717.000,13785.000,13829.000,13877.000,13927.000,13997.000,14075.000,14175.000,14260.000,14375.000,14519.000,14662.000,14827.000,15007.000,15185.000,15362.000,15530.000,15703.000,15841.000,15959.000,16100.000,16178.000,16202.000,16221.000,16225.000,16189.000,16140.000,16072.000,15969.000,15820.000,15647.000,15450.000,15258.000,15025.000,14780.000,14517.000,14243.000,13938.000,13655.000,13337.000,13029.000,12713.000,12392.000,12075.000,11762.000,11449.000,11157.000,10864.000,10593.000,10320.000,10103.000,9896.000,9697.000,9512.000,9321.000,9128.000,8905.000,8709.000,8549.000,8394.000,8276.000,8182.000,8108.000,8034.000,8011.000,7987.000,7975.000,7969.000,7986.000,7968.000,7943.000,7907.000,7840.000,7803.000,7779.000,7775.000,7777.000,7772.000,7780.000,7795.000,7837.000,7889.000,7975.000,8028.000,8103.000,8138.000,7907.000,18.000,18.200,18.500,900883,0.700,12.900,12.000,5.000,594.000,11.370,-19.360,24.371,-3.407,0.000,,NaN,NaN,NaN,0,2020-289,14:56:17.024
5,15 Oct 2020,07:01:38,1.600,0.022,0.154,0.116,0.000,15420,715,1,729.000,730.000,737.000,732.000,741.000,728.000,743.000,717.000,727.000,743.000,757.000,826.000,1070.000,1692.000,2928.000,4749.000,6827.000,8777.000,10394.000,11764.000,13003.000,14248.000,15532.000,16869.000,18206.000,19479.000,20654.000,21587.000,22200.000,22450.000,22325.000,21893.000,21230.000,20427.000,19558.000,18786.000,18104.000,17537.000,17124.000,16857.000,16761.000,16827.000,17053.000,17469.000,18083.000,18811.000,19723.000,20819.000,21994.000,23261.000,24590.000,25934.000,27164.000,28262.000,29080.000,29649.000,29833.000,29701.000,29202.000,28453.000,27466.000,26364.000,25212.000,24002.000,22869.000,21827.000,20903.000,20121.000,19436.000,18902.000,18469.000,18159.000,17934.000,17864.000,17842.000,17942.000,18145.000,18385.000,18740.000,19146.000,19619.000,20148.000,20744.000,21331.000,21920.000,22509.000,22993.000,23424.000,23730.000,23865.000,23878.000,23697.000,23351.000,22859.000,22228.000,21493.000,20690.000,19877.000,19009.000,18194.000,17381.000,16619.000,15957.000,15325.000,14775.000,14321.000,13904.000,13574.000,13312.000,13111.000,13003.000,12932.000,12917.000,12973.000,13076.000,13230.000,13415.000,13695.000,14008.000,14361.000,14786.000,15254.000,15772.000,16353.000,16966.000,17612.000,18309.000,19005.000,19690.000,20357.000,20971.000,21559.000,22022.000,22432.000,22741.000,22948.000,23027.000,23018.000,22929.000,22701.000,22443.000,22066.000,21661.000,21202.000,20680.000,20154.000,19596.000,19029.000,18503.000,17987.000,17454.000,16982.000,16510.000,16115.000,15708.000,15359.000,15031.000,14734.000,14430.000,14192.000,13994.000,13817.000,13686.000,13600.000,13564.000,13528.000,13533.000,13581.000,13648.000,13705.000,13775.000,13841.000,13873.000,13943.000,13986.000,14092.000,14172.000,14277.000,14381.000,14533.000,14673.000,14825.000,15010.000,15195.000,15381.000,15553.000,15717.000,15882.000,15990.000,16119.000,16187.000,16215.000,16245.000,16226.000,16211.000,16156.000,16077.000,15978.000,15846.000,15665.000,15466.000,15265.000,15061.000,14794.000,14555.000,14244.000,13943.000,13655.000,13345.000,13037.000,12720.000,12391.000,12082.000,11786.000,11461.000,11182.000,10901.000,10611.000,10355.000,10129.000,9898.000,9695.000,9523.000,9316.000,9137.000,8913.000,8729.000,8554.000,8400.000,8275.000,8182.000,8119.000,8033.000,8023.000,8000.000,7998.000,7993.000,8007.000,8002.000,7971.000,7911.000,7839.000,7819.000,7780.000,7763.000,7766.000,7769.000,7787.000,7827.000,7856.000,7909.000,7964.000,8029.000,8100.000,8153.000,7902.000,18.100,18.200,18.500,900884,0.800,12.800,12.000,5.000,596.000,2.450,-4.510,24.282,-3.374,0.000,,NaN,NaN,NaN,0,2020-289,14:56:17.026
6,15 Oct 2020,07:01:39,1.300,0.018,0.153,0.116,0.000,15427,715,1,714.000,722.000,716.000,729.000,729.000,742.000,730.000,739.000,737.000,743.000,754.000,822.000,1059.000,1688.000,2930.000,4769.000,6858.000,8786.000,10419.000,11773.000,13027.000,14246.000,15527.000,16848.000,18210.000,19494.000,20649.000,21588.000,22196.000,22465.000,22342.000,21877.000,21223.000,20410.000,19559.000,18775.000,18085.000,17527.000,17122.000,16853.000,16748.000,16834.000,17048.000,17467.000,18082.000,18837.000,19749.000,20821.000,21989.000,23269.000,24601.000,25939.000,27188.000,28256.000,29078.000,29637.000,29836.000,29673.000,29207.000,28452.000,27461.000,26357.000,25205.000,24016.000,22884.000,21836.000,20903.000,20121.000,19437.000,18885.000,18456.000,18167.000,17956.000,17846.000,17853.000,17945.000,18142.000,18402.000,18757.000,19181.000,19650.000,20184.000,20753.000,21367.000,21937.000,22508.000,23010.000,23424.000,23735.000,23875.000,23900.000,23724.000,23377.000,22876.000,22240.000,21478.000,20707.000,19865.000,19011.000,18178.000,17403.000,16657.000,15981.000,15354.000,14796.000,14313.000,13918.000,13587.000,13317.000,13134.000,12998.000,12947.000,12921.000,12972.000,13073.000,13221.000,13425.000,13676.000,14019.000,14377.000,14784.000,15269.000,15788.000,16365.000,16977.000,17630.000,18316.000,19005.000,19701.000,20375.000,21006.000,21572.000,22022.000,22447.000,22752.000,22967.000,23037.000,23049.000,22942.000,22724.000,22451.000,22082.000,21677.000,21200.000,20707.000,20157.000,19617.000,19051.000,18520.000,17981.000,17448.000,17003.000,16537.000,16119.000,15717.000,15350.000,15010.000,14721.000,14430.000,14197.000,14009.000,13828.000,13686.000,13600.000,13553.000,13545.000,13548.000,13601.000,13658.000,13717.000,13791.000,13848.000,13897.000,13948.000,13995.000,14074.000,14166.000,14302.000,14404.000,14549.000,14698.000,14877.000,15053.000,15245.000,15401.000,15559.000,15733.000,15890.000,15988.000,16124.000,16201.000,16225.000,16258.000,16260.000,16229.000,16184.000,16105.000,15997.000,15858.000,15666.000,15469.000,15257.000,15056.000,14805.000,14537.000,14247.000,13962.000,13660.000,13345.000,13035.000,12739.000,12401.000,12091.000,11790.000,11482.000,11195.000,10917.000,10626.000,10377.000,10129.000,9910.000,9705.000,9511.000,9319.000,9139.000,8912.000,8723.000,8565.000,8402.000,8283.000,8191.000,8115.000,8057.000,8020.000,8004.000,7993.000,8002.000,7986.000,7991.000,7968.000,7908.000,7867.000,7820.000,7803.000,7784.000,7785.000,7786.000,7797.000,7810.000,7851.000,7890.000,7958.000,8032.000,8081.000,8153.000,7912.000,18.100,18.200,18.500,900885,0.600,12.800,12.000,5.000,595.000,7.930,-13.720,23.479,-3.033,0.000,,NaN,NaN,NaN,0,2020-289,14:56:17.028
